file_id,file_path,file_name,simhash,format,title,author,subject,keywords,creator,producer,creation_date,mod_date,trapped,encryption,processed_at,content_length
eacd5119-8805-41cb-bdfc-bbab89efdb71,/home/copper/Documents/2509.08476v1.pdf,2509.08476v1.pdf,e5cd598059c7f717,PDF 1.7,Audio Deepfake Verification,Li Wang; Junyi Ao; Linyong Gan; Yuancheng Wang; Xueyao Zhang; Zhizheng Wu,,,arXiv GenPDF (tex2pdf:),pikepdf 8.15.1,,,,None,2025-12-07T17:14:21.246791,34139
